1/5/2023 6:38:59	Becky	"Wordle 565 5/6*

⬛⬛⬛⬛🟨
⬛⬛🟩⬛⬛
⬛⬛🟩🟨⬛
🟩⬛🟩🟨⬛
🟩🟩🟩🟩🟩"	Ocean, press, shelf
1/5/2023 7:39:23	Neela	"Wordle 565 4/6*

⬜⬜⬜⬜🟨
🟨⬜⬜🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩"	Later, sleep
1/5/2023 7:40:04	Fred	"Wordle 565 4/6*

⬜⬜⬜⬜🟨
🟩⬜🟩⬜⬜
🟩⬜🟩⬜🟩
🟩🟩🟩🟩🟩"	Steam, speck
1/5/2023 8:42:20	Dan	"Wordle 565 6/6*

⬛⬛⬛⬛🟨
⬛🟨🟨⬛⬛
🟨🟩⬛⬛⬛
⬛🟩⬛🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩"	Delta, elbow, flyer, sleep
1/5/2023 9:29:24	Sharon	"Wordle 565 5/6*

⬛⬛⬛⬛🟨
⬛⬛⬛🟩⬛
⬛⬛⬛🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩"	Toner, camel, sleep
1/5/2023 9:37:49	Mandy	"Wordle 565 5/6*

⬜⬜⬜⬜🟨
🟨⬜⬜⬜⬜
⬜🟩🟩🟨⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩"	Exact, bless, sleep
1/5/2023 10:57:19	Nancy	"Wordle 565 4/6*

⬜⬜⬜⬜🟨
⬜⬜🟨🟩⬜
🟩🟨⬜🟩⬜
🟩🟩🟩🟩🟩"	Taser, seven
