2/1/2023 2:00:01	Brent	"Wordle 592 4/6

🟨⬜⬜⬜⬜
⬜🟨⬜⬜🟩
⬜🟨🟩⬜🟩
🟩🟩🟩🟩🟩"	found, blood	
2/1/2023 4:58:22	Neela	"Wordle 592 3/6*

🟨⬜⬜⬜⬜
🟨🟨🟩⬜🟩
🟩🟩🟩🟩🟩"	Cloud	Hi!
2/1/2023 5:24:01	Sharon	"Wordle 592 3/6*

🟨⬛⬛⬛⬛
🟨🟨🟩⬛🟩
🟩🟩🟩🟩🟩"	Cloud	
2/1/2023 7:27:28	Fred	"Wordle 592 4/6*

🟨⬜⬜⬜⬜
⬜🟨⬜🟨⬜
🟩🟩⬜🟨⬜
🟩🟩🟩🟩🟩"	Pouch, scion	
2/1/2023 8:02:26	Mandy	"Wordle 592 6/6*

🟨⬜⬜⬜⬜
🟩⬜🟩⬜⬜
🟩⬜🟩⬜⬜
🟩⬜🟩🟨⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩"	Showy, spoon, smock, scoff	Great start, Mandy … NOT!
2/1/2023 8:14:23	Dan	"Wordle 592 4/6*

🟨⬛⬛⬛⬛
⬛🟨⬛⬛🟩
⬛🟨🟩⬛🟩
🟩🟩🟩🟩🟩"	hound, blood	
2/1/2023 8:21:00	Becky	"Wordle 592 4/6*

🟨⬛⬛⬛⬛
⬛⬛🟩⬛🟨
🟩🟨🟩⬛⬛
🟩🟩🟩🟩🟩"	Pious, slosh 	
2/1/2023 10:32:48	Nancy	"Wordle 592 3/6*

🟨⬜⬜⬜⬜
🟨🟨🟩⬜🟩
🟩🟩🟩🟩🟩"	Cloud	
2/1/2023 11:27:02	Jeran	"Wordle 592 4/6*

🟨⬛⬛⬛⬛
⬛🟨⬛⬛🟩
⬛🟨🟩⬛🟩
🟩🟩🟩🟩🟩"	Found, Blood	
